manufacturer,model,top_speed_kmph,battery_kwh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drive_type,segment,length_mm,width_mm,height_mm,type,source_url,efficiency_score,manufacturer_top,target_log
Hyundai,Kona Electric 65 kWh,170,65.4,Lithium-ion,216.0,255.0,144,390,7.8,86.0,CCS,750.0,466,5,FWD,JB - Compact,4355,1825,1575,SUV,https://ev-database.org/car/1830/Hyundai-Kona-Electric-65-kWh,6.944444444444445,Hyundai,5.968707559985366
Jaguar,I-Pace EV400,200,84.7,Lithium-ion,432.0,696.0,208,380,4.8,85.0,CCS,750.0,505,5,AWD,JD - Large,4682,2011,1566,SUV,https://ev-database.org/car/1812/Jaguar-I-Pace-EV400,4.8076923076923075,Other,5.942799375126701
Jeep,Avenger Electric,150,50.8,Lithium-ion,102.0,260.0,132,310,9.0,85.0,CCS,0.0,355,5,FWD,JB - Compact,4084,1776,1528,SUV,https://ev-database.org/car/1816/Jeep-Avenger-Electric,7.575757575757576,Other,5.739792912179234
Jeep,Compass Electric 74 kWh,180,74.0,Lithium-ion,216.0,345.0,148,370,8.5,90.0,CCS,1000.0,550,5,FWD,JC - Medium,4552,1928,1675,SUV,https://ev-database.org/car/3181/Jeep-Compass-Electric-74-kWh,6.756756756756757,Other,5.916202062607435
Kgm,Torres EVX,175,72.0,Lithium-ion,216.0,339.0,156,370,8.1,85.0,CCS,1500.0,839,5,FWD,JC - Medium,4715,1890,1725,SUV,https://ev-database.org/car/2189/KGM-Torres-EVX,6.410256410256411,Other,5.916202062607435
Kia,EV3 Long Range,170,78.0,Lithium-ion,216.0,283.0,139,455,7.7,105.0,CCS,1000.0,460,5,FWD,JB - Compact,4300,1850,1560,SUV,https://ev-database.org/car/2212/Kia-EV3-Long-Range,7.194244604316546,Kia,6.1224928095143865
Kia,EV3 Standard Range,170,55.0,Lithium-ion,216.0,283.0,133,325,7.5,80.0,CCS,300.0,460,5,FWD,JB - Compact,4300,1850,1560,SUV,https://ev-database.org/car/2211/Kia-EV3-Standard-Range,7.518796992481203,Kia,5.786897381366708
Kia,EV4 Hatchback Long Range,170,78.0,Lithium-ion,216.0,283.0,132,475,7.7,105.0,CCS,1000.0,435,5,FWD,C - Medium,4430,1860,1485,Hatchback,https://ev-database.org/car/3124/Kia-EV4-Hatchback-Long-Range,7.575757575757576,Kia,6.16541785423142
Kia,EV4 Hatchback Standard Range,170,55.0,Lithium-ion,216.0,283.0,134,340,7.4,80.0,CCS,1000.0,435,5,FWD,C - Medium,4430,1860,1485,Hatchback,https://ev-database.org/car/3123/Kia-EV4-Hatchback-Standard-Range,7.462686567164179,Kia,5.831882477283517
Kia,EV4 Sedan Long Range,170,78.0,Lithium-ion,216.0,283.0,124,495,7.7,105.0,CCS,1000.0,490,5,FWD,C - Medium,4730,1860,1480,Sedan,https://ev-database.org/car/3122/Kia-EV4-Sedan-Long-Range,8.064516129032258,Kia,6.206575926724928
Kia,EV4 Sedan Standard Range,170,55.0,Lithium-ion,216.0,283.0,128,355,7.4,80.0,CCS,1000.0,490,5,FWD,C - Medium,4730,1860,1480,Sedan,https://ev-database.org/car/3121/Kia-EV4-Sedan-Standard-Range,7.8125,Kia,5.87493073085203
Kia,EV6 GT,260,80.0,Lithium-ion,384.0,770.0,178,385,3.5,205.0,CCS,1800.0,480,5,AWD,JC - Medium,4695,1890,1545,SUV,https://ev-database.org/car/3079/Kia-EV6-GT,5.617977528089888,Kia,5.955837369464831
Kia,EV6 Long Range 2WD,185,80.0,Lithium-ion,384.0,350.0,143,455,7.3,205.0,CCS,1800.0,490,5,RWD,JC - Medium,4695,1880,1575,SUV,https://ev-database.org/car/3028/Kia-EV6-Long-Range-2WD,6.993006993006993,Kia,6.1224928095143865
Kia,EV6 Long Range AWD,185,80.0,Lithium-ion,384.0,605.0,154,440,5.2,205.0,CCS,1800.0,490,5,AWD,JC - Medium,4695,1880,1575,SUV,https://ev-database.org/car/3029/Kia-EV6-Long-Range-AWD,6.4935064935064934,Kia,6.089044875446846
Kia,EV6 Standard Range 2WD,185,60.0,Lithium-ion,288.0,350.0,140,345,8.7,150.0,CCS,750.0,490,5,RWD,JC - Medium,4695,1880,1575,SUV,https://ev-database.org/car/3030/Kia-EV6-Standard-Range-2WD,7.142857142857143,Kia,5.846438775057725
Kia,EV9 76.1 kWh RWD,190,73.0,Lithium-ion,348.0,350.0,165,355,8.5,160.0,CCS,900.0,333,7,RWD,JF - Luxury,5010,1980,1755,SUV,https://ev-database.org/car/1833/Kia-EV9-761-kWh-RWD,6.0606060606060606,Kia,5.87493073085203
Kia,EV9 99.8 kWh AWD,200,96.0,Lithium-ion,456.0,600.0,188,435,6.0,194.0,CCS,2500.0,333,7,AWD,JF - Luxury,5010,1980,1755,SUV,https://ev-database.org/car/1835/Kia-EV9-998-kWh-AWD,5.319148936170213,Kia,6.077642243349034
Kia,EV9 99.8 kWh AWD GT,220,96.0,Lithium-ion,456.0,740.0,190,420,4.6,194.0,CCS,2500.0,333,7,AWD,JF - Luxury,5015,1980,1755,SUV,https://ev-database.org/car/3196/Kia-EV9-998-kWh-AWD-GT,5.2631578947368425,Kia,6.042632833682381
Kia,EV9 99.8 kWh AWD GT-Line,200,96.0,Lithium-ion,456.0,700.0,190,425,5.3,194.0,CCS,2500.0,333,7,AWD,JF - Luxury,5015,1980,1780,SUV,https://ev-database.org/car/1993/Kia-EV9-998-kWh-AWD-GT-Line,5.2631578947368425,Kia,6.054439346269371
Kia,EV9 99.8 kWh RWD,185,96.0,Lithium-ion,456.0,350.0,171,450,9.4,194.0,CCS,900.0,333,7,RWD,JF - Luxury,5010,1980,1755,SUV,https://ev-database.org/car/1834/Kia-EV9-998-kWh-RWD,5.847953216374269,Kia,6.111467339502679
Kia,Niro EV,167,64.8,Lithium-ion,96.0,255.0,140,385,7.8,70.0,CCS,750.0,475,5,FWD,JC - Medium,4420,1825,1570,SUV,https://ev-database.org/car/1666/Kia-Niro-EV,7.142857142857143,Kia,5.955837369464831
Lancia,Ypsilon,150,48.1,Lithium-ion,96.0,260.0,122,310,8.2,80.0,CCS,0.0,309,5,FWD,B - Compact,4080,1760,1440,Hatchback,https://ev-database.org/car/2117/Lancia-Ypsilon,8.19672131147541,Other,5.739792912179234
Leapmotor,C10,170,69.9,Lithium-ion,216.0,320.0,166,350,7.5,70.0,CCS,1500.0,435,5,RWD,JD - Large,4739,1900,1680,SUV,https://ev-database.org/car/3040/Leapmotor-C10,6.024096385542169,Other,5.860786223465865
Leapmotor,T03,130,36.0,Lithium-ion,216.0,158.0,136,225,12.7,30.0,CCS,1000.0,210,4,FWD,A - Mini,3620,1652,1577,Hatchback,https://ev-database.org/car/3039/Leapmotor-T03,7.352941176470588,Other,5.420534999272286
Lexus,RZ 300e,160,64.0,Lithium-ion,96.0,266.0,149,365,8.0,100.0,CCS,750.0,522,5,FWD,JC - Medium,4690,1860,1600,SUV,https://ev-database.org/car/3027/Lexus-RZ-300e,6.7114093959731544,Other,5.902633333401366
Lexus,RZ 450e,160,64.0,Lithium-ion,96.0,435.0,158,350,5.6,100.0,CCS,750.0,522,5,AWD,JD - Large,4805,1895,1635,SUV,https://ev-database.org/car/1677/Lexus-RZ-450e,6.329113924050633,Other,5.860786223465865
Lexus,UX 300e,160,64.0,Lithium-ion,96.0,300.0,145,340,7.5,35.0,CHAdeMO,0.0,316,5,FWD,JC - Medium,4495,1840,1545,SUV,https://ev-database.org/car/1943/Lexus-UX-300e,6.896551724137931,Other,5.831882477283517
Lotus,Eletre,250,109.0,Lithium-ion,216.0,710.0,204,495,4.5,259.0,CCS,2250.0,611,5,AWD,JF - Luxury,5103,2019,1630,SUV,https://ev-database.org/car/1767/Lotus-Eletre,4.901960784313726,Other,6.206575926724928
Lotus,Eletre R,260,109.0,Lithium-ion,216.0,985.0,266,455,2.9,259.0,CCS,2250.0,611,5,AWD,JF - Luxury,5103,2019,1636,SUV,https://ev-database.org/car/1768/Lotus-Eletre-R,3.7593984962406015,Other,6.1224928095143865
Lotus,Eletre S,250,109.0,Lithium-ion,216.0,710.0,222,480,4.5,259.0,CCS,2250.0,611,5,AWD,JF - Luxury,5103,2019,1630,SUV,https://ev-database.org/car/2066/Lotus-Eletre-S,4.504504504504505,Other,6.175867270105761
Lotus,Emeya,250,98.9,Lithium-ion,216.0,710.0,198,520,4.2,240.0,CCS,2250.0,509,5,AWD,F - Luxury,5139,2005,1464,Liftback Sedan,https://ev-database.org/car/2141/Lotus-Emeya,5.05050505050505,Other,6.255750041753367
Lotus,Emeya R,256,98.9,Lithium-ion,216.0,985.0,227,465,2.8,240.0,CCS,1225.0,509,5,AWD,F - Luxury,5139,2005,1464,Liftback Sedan,https://ev-database.org/car/2143/Lotus-Emeya-R,4.405286343612334,Other,6.144185634125646
Lotus,Emeya S,250,98.9,Lithium-ion,216.0,710.0,198,520,4.2,240.0,CCS,2250.0,509,5,AWD,F - Luxury,5139,2005,1464,Liftback Sedan,https://ev-database.org/car/2142/Lotus-Emeya-S,5.05050505050505,Other,6.255750041753367
Lucid,Air Grand Touring,270,112.0,Lithium-ion,6600.0,1200.0,143,665,3.0,184.0,CCS,0.0,456,5,AWD,F - Luxury,4975,1939,1410,Sedan,https://ev-database.org/car/1316/Lucid-Air-Grand-Touring,6.993006993006993,Other,6.501289670540389
Lucid,Air Pure RWD,200,92.0,Lithium-ion,5400.0,430.0,130,565,4.7,160.0,CCS,0.0,456,5,RWD,F - Luxury,4975,1939,1410,Sedan,https://ev-database.org/car/2116/Lucid-Air-Pure-RWD,7.6923076923076925,Other,6.338594078203183
Lucid,Air Touring,250,92.0,Lithium-ion,5400.0,430.0,142,580,3.2,160.0,CCS,0.0,456,5,AWD,F - Luxury,4975,1939,1410,Sedan,https://ev-database.org/car/1317/Lucid-Air-Touring,7.042253521126761,Other,6.364750756851911
Lynk&Co,02,180,65.0,Lithium-ion,216.0,343.0,149,370,5.5,90.0,CCS,1600.0,410,5,RWD,JC - Medium,4460,1845,1573,SUV,https://ev-database.org/car/3045/LynkCo-02,6.7114093959731544,Other,5.916202062607435
Mg,Cyberster GT,200,74.4,Lithium-ion,216.0,725.0,168,395,3.2,85.0,CCS,1000.0,249,2,AWD,G - Sports,4535,1913,1329,Cabriolet,https://ev-database.org/car/2203/MG-Cyberster-GT,5.9523809523809526,Mg,5.981414211254481
Mg,Cyberster Trophy,195,74.4,Lithium-ion,216.0,475.0,146,425,5.0,85.0,CCS,1000.0,249,2,RWD,G - Sports,4535,1913,1329,Cabriolet,https://ev-database.org/car/2202/MG-Cyberster-Trophy,6.8493150684931505,Mg,6.054439346269371
Mg,4 Electric 51 kWh,160,50.8,Lithium-ion,104.0,250.0,145,300,7.7,68.0,CCS,500.0,363,5,RWD,C - Medium,4287,1836,1504,Hatchback,https://ev-database.org/car/1707/MG-MG4-Electric-51-kWh,6.896551724137931,Mg,5.707110264748875
Mg,4 Electric 64 kWh,160,61.7,Lithium-ion,104.0,250.0,142,360,7.9,116.0,CCS,500.0,363,5,RWD,C - Medium,4287,1836,1504,Hatchback,https://ev-database.org/car/1708/MG-MG4-Electric-64-kWh,7.042253521126761,Mg,5.8888779583328805
Mg,4 Electric 77 kWh,180,74.4,Lithium-ion,216.0,350.0,143,425,6.5,110.0,CCS,500.0,363,5,RWD,C - Medium,4287,1836,1516,Hatchback,https://ev-database.org/car/1973/MG-MG4-Electric-77-kWh,6.993006993006993,Mg,6.054439346269371
Mg,4 Electric XPOWER,200,61.7,Lithium-ion,104.0,600.0,160,320,3.8,116.0,CCS,500.0,363,5,AWD,C - Medium,4287,1836,1516,Hatchback,https://ev-database.org/car/1944/MG-MG4-Electric-XPOWER,6.25,Mg,5.771441123130016
Mg,5 Electric Long Range,185,57.4,Lithium-ion,216.0,280.0,151,335,7.7,60.0,CCS,500.0,479,5,FWD,C - Medium,4600,1818,1543,Station/Estate,https://ev-database.org/car/1474/MG-MG5-Electric-Long-Range,6.622516556291391,Mg,5.817111159963204
Mg,5 Electric Standard Range,185,46.0,Lithium-ion,216.0,280.0,148,265,7.7,53.0,CCS,500.0,479,5,FWD,C - Medium,4600,1818,1543,Station/Estate,https://ev-database.org/car/1646/MG-MG5-Electric-Standard-Range,6.756756756756757,Mg,5.583496308781699
Mg,S5  EV 49 kWh,170,47.1,Lithium-ion,216.0,250.0,139,275,8.0,80.0,CCS,750.0,453,5,RWD,JC - Medium,4476,1849,1621,SUV,https://ev-database.org/car/3146/MG-MGS5--EV-49-kWh,7.194244604316546,Mg,5.62040086571715
Mg,S5  EV 64 kWh,190,62.1,Lithium-ion,216.0,350.0,134,365,6.3,90.0,CCS,750.0,453,5,RWD,JC - Medium,4476,1849,1621,SUV,https://ev-database.org/car/3147/MG-MGS5--EV-64-kWh,7.462686567164179,Mg,5.902633333401366
Mg,ZS EV Long Range,175,68.3,Lithium-ion,216.0,280.0,155,370,8.4,82.0,CCS,500.0,448,5,FWD,JB - Compact,4323,1809,1649,SUV,https://ev-database.org/car/1541/MG-ZS-EV-Long-Range,6.451612903225806,Mg,5.916202062607435
Mg,ZS EV Standard Range,175,49.0,Lithium-ion,216.0,280.0,153,265,8.6,50.0,CCS,500.0,448,5,FWD,JB - Compact,4323,1809,1649,SUV,https://ev-database.org/car/1540/MG-ZS-EV-Standard-Range,6.5359477124183005,Mg,5.583496308781699
Maserati,GranCabrio Folgore,290,83.0,Lithium-ion,216.0,1350.0,198,395,2.8,190.0,CCS,1000.0,151,4,AWD,F - Luxury,4966,1957,1365,Cabriolet,https://ev-database.org/car/2187/Maserati-GranCabrio-Folgore,5.05050505050505,Other,5.981414211254481
Maserati,GranTurismo Folgore,325,83.0,Lithium-ion,216.0,1350.0,182,420,2.7,217.0,CCS,1000.0,270,4,AWD,F - Luxury,4959,1957,1353,Coupe,https://ev-database.org/car/1803/Maserati-GranTurismo-Folgore,5.4945054945054945,Other,6.042632833682381
Maserati,Grecale Folgore,220,95.0,Lithium-ion,216.0,820.0,220,400,4.1,110.0,CCS,1800.0,535,5,AWD,JE - Executive,4865,1948,1651,SUV,https://ev-database.org/car/1843/Maserati-Grecale-Folgore,4.545454545454546,Other,5.993961427306569
Maxus,MIFA 9,180,84.0,Lithium-ion,216.0,350.0,195,365,9.2,103.0,CCS,1000.0,31 Banana Boxes,7,FWD,N - Passenger Van,5270,2000,1840,Small Passenger Van,https://ev-database.org/car/1837/Maxus-MIFA-9,5.128205128205129,Other,5.902633333401366
Mazda,6e 68.8 kWh,175,66.0,Lithium-ion,216.0,320.0,138,390,7.6,120.0,CCS,1500.0,456,5,RWD,D - Large,4921,1890,1491,Liftback Sedan,https://ev-database.org/car/3107/Mazda-6e-688-kWh,7.246376811594203,Other,5.968707559985366
Mazda,6e Long Range 80 kWh,175,75.0,Lithium-ion,216.0,320.0,136,440,7.8,70.0,CCS,1500.0,456,5,RWD,D - Large,4921,1890,1491,Liftback Sedan,https://ev-database.org/car/3108/Mazda-6e-Long-Range-80-kWh,7.352941176470588,Other,6.089044875446846
Mercedes-Benz,CLA 250+,210,85.0,Lithium-ion,216.0,335.0,122,565,6.7,235.0,CCS,1500.0,405,5,RWD,D - Large,4723,1855,1468,Sedan,https://ev-database.org/car/3139/Mercedes-Benz-CLA-250plus,8.19672131147541,Mercedes-Benz,6.338594078203183
Mercedes-Benz,CLA 350 4MATIC,210,85.0,Lithium-ion,216.0,515.0,126,550,4.9,235.0,CCS,1800.0,405,5,AWD,D - Large,4723,1855,1468,Sedan,https://ev-database.org/car/3140/Mercedes-Benz-CLA-350-4MATIC,7.936507936507937,Mercedes-Benz,6.311734809152915
Mercedes-Benz,EQA 250,160,66.5,Lithium-ion,300.0,385.0,146,395,8.6,100.0,CCS,1500.0,340,5,FWD,JC - Medium,4463,1834,1620,SUV,https://ev-database.org/car/1984/Mercedes-Benz-EQA-250,6.8493150684931505,Mercedes-Benz,5.981414211254481
Mercedes-Benz,EQA 250+,160,70.5,Lithium-ion,216.0,385.0,142,420,8.6,90.0,CCS,1500.0,340,5,FWD,JC - Medium,4463,1834,1620,SUV,https://ev-database.org/car/1985/Mercedes-Benz-EQA-250plus,7.042253521126761,Mercedes-Benz,6.042632833682381
Mercedes-Benz,EQA 300 4MATIC,160,66.5,Lithium-ion,300.0,390.0,162,350,7.7,100.0,CCS,1800.0,340,5,AWD,JC - Medium,4463,1834,1620,SUV,https://ev-database.org/car/1986/Mercedes-Benz-EQA-300-4MATIC,6.172839506172839,Mercedes-Benz,5.860786223465865
Mercedes-Benz,EQA 350 4MATIC,160,66.5,Lithium-ion,300.0,520.0,162,350,6.0,100.0,CCS,1800.0,340,5,AWD,JC - Medium,4463,1834,1620,SUV,https://ev-database.org/car/1987/Mercedes-Benz-EQA-350-4MATIC,6.172839506172839,Mercedes-Benz,5.860786223465865
Mercedes-Benz,EQB 250+,160,70.5,Lithium-ion,216.0,385.0,152,415,8.9,90.0,CCS,1400.0,495,7,FWD,JC - Medium,4684,1834,1667,SUV,https://ev-database.org/car/1988/Mercedes-Benz-EQB-250plus,6.578947368421052,Mercedes-Benz,6.030685260261263
Mercedes-Benz,EQB 300 4MATIC,160,66.5,Lithium-ion,300.0,390.0,168,345,8.0,100.0,CCS,1700.0,495,7,AWD,JC - Medium,4684,1834,1667,SUV,https://ev-database.org/car/1989/Mercedes-Benz-EQB-300-4MATIC,5.9523809523809526,Mercedes-Benz,5.846438775057725
Mercedes-Benz,EQB 350 4MATIC,160,66.5,Lithium-ion,300.0,520.0,168,345,6.2,100.0,CCS,1700.0,495,7,AWD,JC - Medium,4684,1834,1667,SUV,https://ev-database.org/car/1990/Mercedes-Benz-EQB-350-4MATIC,5.9523809523809526,Mercedes-Benz,5.846438775057725
Mercedes-Benz,EQE 300,210,89.0,Lithium-ion,216.0,550.0,163,525,7.3,120.0,CCS,750.0,430,5,RWD,E - Executive,4946,1906,1503,Sedan,https://ev-database.org/car/2204/Mercedes-Benz-EQE-300,6.134969325153374,Mercedes-Benz,6.26530121273771
Mercedes-Benz,EQE 350 4MATIC,210,90.6,Lithium-ion,360.0,765.0,173,515,6.3,141.0,CCS,1700.0,430,5,AWD,E - Executive,4946,1906,1503,Sedan,https://ev-database.org/car/2206/Mercedes-Benz-EQE-350-4MATIC,5.780346820809249,Mercedes-Benz,6.246106765481563
Mercedes-Benz,EQE 350+,210,96.0,Lithium-ion,216.0,565.0,164,555,6.5,141.0,CCS,750.0,430,5,RWD,E - Executive,4946,1906,1510,Sedan,https://ev-database.org/car/2205/Mercedes-Benz-EQE-350plus,6.097560975609756,Mercedes-Benz,6.320768294250582
Mercedes-Benz,EQE 500 4MATIC,210,90.6,Lithium-ion,360.0,858.0,173,505,4.7,141.0,CCS,1700.0,430,5,AWD,E - Executive,4946,1906,1503,Sedan,https://ev-database.org/car/2207/Mercedes-Benz-EQE-500-4MATIC,5.780346820809249,Mercedes-Benz,6.226536669287466
Mercedes-Benz,EQE AMG 43 4MATIC,210,90.6,Lithium-ion,360.0,858.0,207,450,4.2,141.0,CCS,1700.0,430,5,AWD,E - Executive,4964,1906,1495,Sedan,https://ev-database.org/car/2208/Mercedes-Benz-EQE-AMG-43-4MATIC,4.830917874396135,Mercedes-Benz,6.111467339502679
Mercedes-Benz,EQE AMG 53 4MATIC+,220,90.6,Lithium-ion,360.0,950.0,208,450,3.5,141.0,CCS,1700.0,430,5,AWD,E - Executive,4964,1906,1495,Sedan,https://ev-database.org/car/2209/Mercedes-Benz-EQE-AMG-53-4MATICplus,4.8076923076923075,Mercedes-Benz,6.111467339502679
Mercedes-Benz,EQE SUV 300,210,90.6,Lithium-ion,216.0,550.0,182,450,7.6,141.0,CCS,750.0,520,5,RWD,JE - Executive,4863,1940,1685,SUV,https://ev-database.org/car/2045/Mercedes-Benz-EQE-SUV-300,5.4945054945054945,Mercedes-Benz,6.111467339502679
Mercedes-Benz,EQE SUV 350 4MATIC,210,90.6,Lithium-ion,216.0,765.0,189,435,6.6,141.0,CCS,1800.0,520,5,AWD,JE - Executive,4863,1940,1685,SUV,https://ev-database.org/car/2047/Mercedes-Benz-EQE-SUV-350-4MATIC,5.291005291005291,Mercedes-Benz,6.077642243349034
Mercedes-Benz,EQE SUV 350+,210,96.0,Lithium-ion,216.0,565.0,164,475,6.9,141.0,CCS,750.0,520,5,RWD,JE - Executive,4863,1940,1685,SUV,https://ev-database.org/car/2046/Mercedes-Benz-EQE-SUV-350plus,6.097560975609756,Mercedes-Benz,6.16541785423142
Mercedes-Benz,EQE SUV 500 4MATIC,210,96.0,Lithium-ion,216.0,858.0,187,455,4.9,141.0,CCS,1800.0,520,5,AWD,JE - Executive,4863,1940,1685,SUV,https://ev-database.org/car/2048/Mercedes-Benz-EQE-SUV-500-4MATIC,5.347593582887701,Mercedes-Benz,6.1224928095143865
Mercedes-Benz,EQE SUV AMG 43 4MATIC,210,90.6,Lithium-ion,360.0,858.0,214,425,4.3,141.0,CCS,1800.0,520,5,AWD,JE - Executive,4879,1940,1672,SUV,https://ev-database.org/car/1763/Mercedes-Benz-EQE-SUV-AMG-43-4MATIC,4.672897196261682,Mercedes-Benz,6.054439346269371
Mercedes-Benz,EQE SUV AMG 53 4MATIC+,240,90.6,Lithium-ion,360.0,1000.0,242,420,3.5,141.0,CCS,1800.0,520,5,AWD,JE - Executive,4879,1940,1672,SUV,https://ev-database.org/car/1764/Mercedes-Benz-EQE-SUV-AMG-53-4MATICplus,4.132231404958677,Mercedes-Benz,6.042632833682381
Mercedes-Benz,EQS 350,210,96.0,Lithium-ion,360.0,565.0,165,570,6.7,130.0,CCS,750.0,620,5,RWD,F - Luxury,5223,1926,1512,Sedan,https://ev-database.org/car/2155/Mercedes-Benz-EQS-350,6.0606060606060606,Mercedes-Benz,6.3473892096560105
Mercedes-Benz,EQS 450 4MATIC,210,118.0,Lithium-ion,216.0,800.0,180,655,5.7,160.0,CCS,1700.0,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2194/Mercedes-Benz-EQS-450-4MATIC,5.555555555555555,Mercedes-Benz,6.486160788944089
Mercedes-Benz,EQS 450+,210,118.0,Lithium-ion,216.0,568.0,173,685,6.2,160.0,CCS,750.0,620,5,RWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2193/Mercedes-Benz-EQS-450plus,5.780346820809249,Mercedes-Benz,6.530877627725885
Mercedes-Benz,EQS 500 4MATIC,210,118.0,Lithium-ion,216.0,828.0,180,640,4.9,160.0,CCS,1700.0,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2195/Mercedes-Benz-EQS-500-4MATIC,5.555555555555555,Mercedes-Benz,6.46302945692067
Mercedes-Benz,EQS 580 4MATIC,210,118.0,Lithium-ion,216.0,858.0,180,640,4.4,160.0,CCS,1700.0,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2196/Mercedes-Benz-EQS-580-4MATIC,5.555555555555555,Mercedes-Benz,6.46302945692067
Mercedes-Benz,EQS AMG 53 4MATIC+,250,118.0,Lithium-ion,216.0,1020.0,222,585,3.4,160.0,CCS,1700.0,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2197/Mercedes-Benz-EQS-AMG-53-4MATICplus,4.504504504504505,Mercedes-Benz,6.373319789577012
Mercedes-Benz,EQS SUV 450 4MATIC,210,118.0,Lithium-ion,216.0,800.0,199,530,6.1,160.0,CCS,1800.0,645,7,AWD,JF - Luxury,5125,1959,1718,SUV,https://ev-database.org/car/2088/Mercedes-Benz-EQS-SUV-450-4MATIC,5.025125628140704,Mercedes-Benz,6.274762021241939
Mercedes-Benz,EQS SUV 450+,210,118.0,Lithium-ion,216.0,568.0,195,540,6.8,160.0,CCS,750.0,645,7,RWD,JF - Luxury,5125,1959,1718,SUV,https://ev-database.org/car/2087/Mercedes-Benz-EQS-SUV-450plus,5.128205128205129,Mercedes-Benz,6.293419278846481
Mercedes-Benz,EQS SUV 500 4MATIC,210,118.0,Lithium-ion,216.0,828.0,199,530,5.3,160.0,CCS,1800.0,645,7,AWD,JF - Luxury,5125,1959,1718,SUV,https://ev-database.org/car/2089/Mercedes-Benz-EQS-SUV-500-4MATIC,5.025125628140704,Mercedes-Benz,6.274762021241939
Mercedes-Benz,EQS SUV 580 4MATIC,210,118.0,Lithium-ion,216.0,858.0,199,530,4.7,160.0,CCS,1800.0,13 Banana Boxes,7,AWD,JF - Luxury,5125,1959,1718,SUV,https://ev-database.org/car/2090/Mercedes-Benz-EQS-SUV-580-4MATIC,5.025125628140704,Mercedes-Benz,6.274762021241939
Mercedes-Benz,EQS SUV Maybach 680,210,118.0,Lithium-ion,216.0,950.0,211,490,4.4,160.0,CCS,1800.0,440,4,AWD,JF - Luxury,5125,1959,1725,SUV,https://ev-database.org/car/2086/Mercedes-Benz-EQS-SUV-Maybach-680,4.739336492890995,Mercedes-Benz,6.19644412779452
Mercedes-Benz,EQT 200 Long,132,45.0,Lithium-ion,216.0,245.0,177,220,13.3,50.0,CCS,1500.0,828,7,FWD,N - Passenger Van,4922,1859,1811,Small Passenger Van,https://ev-database.org/car/2239/Mercedes-Benz-EQT-200-Long,5.649717514124294,Mercedes-Benz,5.3981627015177525
Mercedes-Benz,EQT 200 Standard,132,45.0,Lithium-ion,216.0,245.0,167,225,12.6,50.0,CCS,1500.0,551,5,FWD,N - Passenger Van,4498,1859,1819,Small Passenger Van,https://ev-database.org/car/1908/Mercedes-Benz-EQT-200-Standard,5.9880239520958085,Mercedes-Benz,5.420534999272286
Mercedes-Benz,EQV 250 Extra-Long,160,60.0,Lithium-ion,192.0,365.0,282,210,12.0,60.0,CCS,0.0,1410,7,FWD,N - Passenger Van,5370,1928,1911,Small Passenger Van,https://ev-database.org/car/2130/Mercedes-Benz-EQV-250-Extra-Long,3.5460992907801416,Mercedes-Benz,5.351858133476067
Mercedes-Benz,EQV 250 Long,160,60.0,Lithium-ion,192.0,365.0,282,215,12.0,60.0,CCS,0.0,1030,7,FWD,N - Passenger Van,5140,1928,1910,Small Passenger Van,https://ev-database.org/car/2129/Mercedes-Benz-EQV-250-Long,3.5460992907801416,Mercedes-Benz,5.375278407684165
Mercedes-Benz,EQV 300 Extra-Long,140,90.0,Lithium-ion,288.0,365.0,249,315,12.2,96.0,CCS,0.0,1410,7,FWD,N - Passenger Van,5370,1928,1901,Small Passenger Van,https://ev-database.org/car/2274/Mercedes-Benz-EQV-300-Extra-Long,4.016064257028113,Mercedes-Benz,5.755742213586912
Mercedes-Benz,EQV 300 Long,160,90.0,Lithium-ion,288.0,365.0,276,320,12.1,96.0,CCS,0.0,1030,7,FWD,N - Passenger Van,5140,1928,1901,Small Passenger Van,https://ev-database.org/car/2131/Mercedes-Benz-EQV-300-Long,3.6231884057971016,Mercedes-Benz,5.771441123130016
Mercedes-Benz,G 580,180,116.0,Lithium-ion,216.0,1164.0,267,360,4.7,150.0,CCS,0.0,555,5,AWD,JF - Luxury,4624,1931,1986,SUV,https://ev-database.org/car/2192/Mercedes-Benz-G-580,3.745318352059925,Mercedes-Benz,5.8888779583328805
Mercedes-Benz,eVito Tourer Extra-Long 60 kWh,160,60.0,Lithium-ion,192.0,360.0,254,215,12.0,60.0,CCS,0.0,1390,8,FWD,N - Passenger Van,5370,1928,1890,Small Passenger Van,https://ev-database.org/car/2139/Mercedes-Benz-eVito-Tourer-Extra-Long-60-kWh,3.937007874015748,Mercedes-Benz,5.375278407684165
